commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022,region_code,code_insee
Toutenant,27 - Bourgogne-Franche-Comté,194,22.6,14.24,21890.0,7.9,0,194.0,0,27,71544
Villedieu-sur-Indre,24 - Centre-Val de Loire,2694,22.6,46.63,20180.0,7.5,0,2694.0,0,24,36241
Sainte-Colombe-de-Villeneuve,75 - Nouvelle-Aquitaine,496,21.2,26.22,23130.0,8.7,0,496.0,0,75,47237
Saint-Pierre-de-Clairac,75 - Nouvelle-Aquitaine,854,21.2,64.94,22780.0,8.7,0,854.0,0,75,47269
Pionnat,75 - Nouvelle-Aquitaine,748,24.2,17.91,19960.0,6.6,0,748.0,0,75,23154
Breuvery-sur-Coole,44 - Grand Est,217,19.8,21.57,25080.0,9.0,0,217.0,0,44,51087
Aulus-les-Bains,76 - Occitanie,161,25.5,3.08,18180.0,7.6,0,161.0,0,76,09029
Gainneville,28 - Normandie,2553,17.3,549.03,24860.0,10.4,0,2553.0,0,28,76296
Oberhoffen-sur-Moder,44 - Grand Est,3495,18.3,245.26,24710.0,11.5,1,1747.5,0,44,67345
Furiani,94 - Corse,5628,20.2,304.38,22630.0,12.7,3,1407.0,0,94,2B120
Blagny-sur-Vingeanne,27 - Bourgogne-Franche-Comté,131,21.8,17.33,22060.0,9.8,0,131.0,0,27,21079
Frespech,75 - Nouvelle-Aquitaine,283,23.3,24.19,20900.0,7.8,0,283.0,0,75,47105
Asfeld,44 - Grand Est,1097,22.0,49.44,21600.0,8.6,0,1097.0,0,44,08024
L'Abergement-Clémenciat,84 - Auvergne-Rhône-Alpes,771,19.1,48.34,25350.0,9.4,0,771.0,0,84,01001
Saint-Vrain,44 - Grand Est,230,23.6,19.88,20690.0,7.5,0,230.0,0,44,51521
Villiers-en-Bois,75 - Nouvelle-Aquitaine,122,24.4,6.58,19820.0,7.3,0,122.0,0,75,79350
Vairé,52 - Pays de la Loire,1727,22.0,61.42,20320.0,10.2,0,1727.0,0,52,85298
Cricqueville-en-Auge,28 - Normandie,186,18.9,27.39,25650.0,10.3,0,186.0,0,28,14203
Saint-Germain-le-Gaillard,24 - Centre-Val de Loire,350,19.3,43.05,25350.0,9.5,0,350.0,0,24,28339
Châteauneuf-d'Entraunes,93 - Provence-Alpes-Côte d'Azur,63,38.1,2.11,,10.2,0,63.0,0,93,06040
Cos,76 - Occitanie,393,20.6,61.41,23870.0,8.8,0,393.0,0,76,09099
Lannédern,53 - Bretagne,292,25.4,23.49,18110.0,7.7,0,292.0,0,53,29115
Cormainville,24 - Centre-Val de Loire,232,23.7,13.01,20170.0,8.3,0,232.0,0,24,28108
Castelginest,76 - Occitanie,10734,18.2,1323.55,22780.0,11.2,3,2683.5,0,76,31116
Saint-Rémy-de-Maurienne,84 - Auvergne-Rhône-Alpes,1238,20.2,27.97,23320.0,9.9,0,1238.0,0,84,73278
Saint-Maden,53 - Bretagne,228,22.9,34.76,21200.0,8.3,0,228.0,0,53,22312
Parcieux,84 - Auvergne-Rhône-Alpes,1221,15.5,388.85,28160.0,11.3,0,1221.0,0,84,01285
Sons-et-Ronchères,32 - Hauts-de-France,230,24.2,25.0,19320.0,8.6,0,230.0,0,32,02727
Logonna-Daoulas,53 - Bretagne,2126,19.3,175.12,23990.0,9.0,0,2126.0,0,53,29137
Gaillon-sur-Montcient,11 - Île-de-France,671,15.0,138.92,28510.0,13.9,0,671.0,0,11,78261
Badaroux,76 - Occitanie,974,21.5,47.01,22850.0,7.6,0,974.0,0,76,48013
Olmet-et-Villecun,76 - Occitanie,182,23.9,19.06,19720.0,8.7,0,182.0,0,76,34188
Houeydets,76 - Occitanie,276,22.8,36.65,21240.0,8.4,0,276.0,0,76,65224
La Bastide-de-Besplas,76 - Occitanie,382,23.5,37.38,20070.0,8.7,0,382.0,0,76,09038
Villes,84 - Auvergne-Rhône-Alpes,387,15.8,42.02,30470.0,8.6,0,387.0,0,84,01448
Pargny-la-Dhuys,32 - Hauts-de-France,170,22.9,13.43,20840.0,9.2,0,170.0,0,32,02590
Les Villages Vovéens,24 - Centre-Val de Loire,3907,21.0,62.16,20990.0,8.3,0,3907.0,0,24,28422
Bessan,76 - Occitanie,5119,22.1,185.14,19250.0,11.2,1,2559.5,0,76,34031
Rochetaillée-sur-Saône,84 - Auvergne-Rhône-Alpes,1532,14.4,1187.6,27370.0,11.8,0,1532.0,0,84,69168
Petersbach,44 - Grand Est,653,22.4,73.54,21120.0,9.0,0,653.0,0,44,67370
La Salle,27 - Bourgogne-Franche-Comté,535,21.7,94.36,22200.0,8.8,0,535.0,0,27,71494
Mazan-l'Abbaye,84 - Auvergne-Rhône-Alpes,122,25.6,2.72,18050.0,7.6,0,122.0,0,84,07154
Changé,52 - Pays de la Loire,6549,19.2,186.79,24240.0,7.9,1,3274.5,0,52,
Valpuiseaux,11 - Île-de-France,614,16.5,32.83,27010.0,13.4,0,614.0,0,11,91629
Champigny-lès-Langres,44 - Grand Est,424,21.0,66.77,24270.0,6.8,0,424.0,0,44,52102
La Bussière-sur-Ouche,27 - Bourgogne-Franche-Comté,159,20.1,7.7,24920.0,8.6,0,159.0,0,27,21120
Bergbieten,44 - Grand Est,710,17.5,167.45,26620.0,10.7,0,710.0,0,44,67030
Saint-Aubin,75 - Nouvelle-Aquitaine,504,22.4,51.85,21420.0,8.7,0,504.0,0,75,
Fierville-les-Parcs,28 - Normandie,219,19.9,44.6,24270.0,10.2,0,219.0,0,28,14269
Venisey,27 - Bourgogne-Franche-Comté,132,23.7,19.41,21000.0,6.7,0,132.0,0,27,70545
Don,32 - Hauts-de-France,1312,18.4,565.52,23580.0,11.7,0,1312.0,0,32,59670
Morannes sur Sarthe-Daumeray,52 - Pays de la Loire,3677,21.8,41.84,20610.0,7.3,0,3677.0,0,52,49220
Reinhardsmunster,44 - Grand Est,447,19.8,23.99,24380.0,10.0,0,447.0,0,44,67391
Roques,76 - Occitanie,4654,16.6,500.43,24090.0,10.9,0,4654.0,0,76,
Jambville,11 - Île-de-France,815,14.9,169.44,28900.0,13.0,0,815.0,0,11,78317
Sichamps,27 - Bourgogne-Franche-Comté,187,23.7,31.69,20830.0,6.9,0,187.0,0,27,58279
Saint-Secondin,75 - Nouvelle-Aquitaine,541,25.7,14.18,17720.0,7.3,0,541.0,0,75,86248
Les Cresnays,28 - Normandie,227,25.3,23.21,18960.0,6.3,0,227.0,0,28,50152
Maizicourt,32 - Hauts-de-France,189,23.7,32.59,19690.0,9.2,0,189.0,0,32,80503
Taillepied,28 - Normandie,18,38.9,8.37,,8.0,0,18.0,0,28,50587
Saint-Pierre-les-Étieux,24 - Centre-Val de Loire,726,22.9,26.55,21470.0,7.0,0,726.0,0,24,18231
Saint-Jean-des-Échelles,52 - Pays de la Loire,246,21.7,23.12,23100.0,7.7,0,246.0,0,52,72292
Niherne,24 - Centre-Val de Loire,1586,22.0,37.0,21780.0,7.5,0,1586.0,0,24,36142
Jouy-le-Potier,24 - Centre-Val de Loire,1357,16.6,26.92,27760.0,10.5,0,1357.0,0,24,45175
Brissac Loire Aubance,52 - Pays de la Loire,10859,15.9,89.83,22280.0,9.1,0,10859.0,0,52,49050
Villar-Saint-Anselme,76 - Occitanie,124,23.1,21.09,21210.0,7.9,0,124.0,0,76,11415
Les Trois-Îlets,02 - Martinique,7290,16.2,254.9,21070.0,14.6,0,7290.0,1,02,97231
Maillane,93 - Provence-Alpes-Côte d'Azur,2625,19.7,156.53,22070.0,11.1,0,2625.0,0,93,13052
Dourdan,11 - Île-de-France,10559,18.4,344.61,22350.0,13.7,2,3519.6666666666665,0,11,91200
Saint-Laurent-du-Pape,84 - Auvergne-Rhône-Alpes,1577,21.1,78.46,21770.0,9.8,0,1577.0,0,84,07261
Ferreux-Quincey,44 - Grand Est,405,22.4,26.44,22080.0,7.6,0,405.0,0,44,10148
Chaingy,24 - Centre-Val de Loire,3775,17.2,174.04,25290.0,9.6,0,3775.0,0,24,45067
Montcharvot,44 - Grand Est,33,39.4,9.38,,6.6,0,33.0,0,44,52328
Lagupie,75 - Nouvelle-Aquitaine,707,22.0,81.36,21780.0,8.6,0,707.0,0,75,47131
Arbent,84 - Auvergne-Rhône-Alpes,3356,20.4,142.87,21310.0,9.7,0,3356.0,0,84,01014
Lamarque-Pontacq,76 - Occitanie,861,21.6,79.35,22110.0,8.8,0,861.0,0,76,65252
Salles-Mongiscard,75 - Nouvelle-Aquitaine,303,22.2,51.88,21970.0,8.4,0,303.0,0,75,64500
Veyssilieu,84 - Auvergne-Rhône-Alpes,333,17.1,51.31,27630.0,10.8,0,333.0,0,84,38542
Lomné,76 - Occitanie,31,38.7,10.54,,8.5,0,31.0,0,76,65278
Pierreclos,27 - Bourgogne-Franche-Comté,890,20.8,71.72,23180.0,8.8,0,890.0,0,27,71350
Lécussan,76 - Occitanie,270,23.1,36.34,21160.0,7.7,0,270.0,0,76,31289
Le Noyer,84 - Auvergne-Rhône-Alpes,214,20.6,17.4,23080.0,10.8,0,214.0,0,84,73192
Calais,32 - Hauts-de-France,72929,16.4,2176.99,16710.0,9.5,5,12154.833333333334,2,32,62193
Savennières,52 - Pays de la Loire,1336,20.6,63.59,23040.0,9.0,0,1336.0,0,52,49329
Cormoyeux,44 - Grand Est,121,19.5,55.76,25330.0,9.2,0,121.0,0,44,51173
Château-Bernard,84 - Auvergne-Rhône-Alpes,268,22.1,14.67,21370.0,10.1,0,268.0,0,84,38090
Villers-lès-Guise,32 - Hauts-de-France,166,23.5,20.6,20730.0,7.7,0,166.0,0,32,02814
Évosges,84 - Auvergne-Rhône-Alpes,144,21.8,11.92,22610.0,8.6,0,144.0,0,84,01155
Neuville-lès-This,44 - Grand Est,375,20.3,48.45,24180.0,9.0,0,375.0,0,44,08322
Falkwiller,44 - Grand Est,194,18.2,54.65,26090.0,11.1,0,194.0,0,44,68086
Sonnay,84 - Auvergne-Rhône-Alpes,1243,20.0,87.72,23020.0,10.7,0,1243.0,0,84,38496
Chepy,44 - Grand Est,430,20.0,49.54,24540.0,9.0,0,430.0,0,44,51149
Vers-en-Montagne,27 - Bourgogne-Franche-Comté,229,21.8,27.43,22560.0,8.5,0,229.0,0,27,39554
Pertuis,93 - Provence-Alpes-Côte d'Azur,20397,21.0,307.97,21560.0,13.1,7,2549.625,2,93,84089
Coussay-les-Bois,75 - Nouvelle-Aquitaine,978,22.6,22.58,21140.0,8.1,0,978.0,0,75,86086
Ferrensac,75 - Nouvelle-Aquitaine,207,24.2,16.8,19910.0,7.4,0,207.0,0,75,47096
Angresse,75 - Nouvelle-Aquitaine,2065,18.8,268.88,23180.0,11.6,0,2065.0,0,75,40004
Saint-Jean-de-Crieulon,76 - Occitanie,243,23.5,43.63,20420.0,8.1,0,243.0,0,76,30265
Saint-Mexant,75 - Nouvelle-Aquitaine,1313,20.9,70.44,24140.0,7.9,1,656.5,0,75,19227
Bénonces,84 - Auvergne-Rhône-Alpes,302,22.1,19.7,21920.0,8.9,0,302.0,0,84,01037
Bretigny,27 - Bourgogne-Franche-Comté,904,15.6,132.16,29680.0,9.5,0,904.0,0,27,21107
Nueil-les-Aubiers,75 - Nouvelle-Aquitaine,5513,21.9,55.78,19320.0,6.8,0,5513.0,0,75,79195
Aast,75 - Nouvelle-Aquitaine,185,20.5,38.95,24510.0,8.1,0,185.0,0,75,64001
Vadans,27 - Bourgogne-Franche-Comté,282,22.0,25.07,22500.0,8.0,0,282.0,0,27,
Gimeaux,84 - Auvergne-Rhône-Alpes,399,20.4,182.19,23920.0,8.6,0,399.0,0,84,63167
Sarlande,75 - Nouvelle-Aquitaine,435,25.1,12.52,18390.0,7.7,0,435.0,0,75,24519
Saint-Germain-au-Mont-d'Or,84 - Auvergne-Rhône-Alpes,3043,15.8,560.41,25500.0,12.3,0,3043.0,0,84,69207
Patay,24 - Centre-Val de Loire,2210,21.4,160.14,20800.0,9.6,0,2210.0,0,24,45248
San-Gavino-d'Ampugnani,94 - Corse,106,38.1,32.92,,9.9,0,106.0,0,94,2B299
Les Bessons,76 - Occitanie,432,23.3,18.39,21540.0,6.2,0,432.0,0,76,48025
Seebach,44 - Grand Est,1689,18.4,98.71,25800.0,8.7,0,1689.0,0,44,67351
Holving,44 - Grand Est,1287,21.2,119.72,22180.0,8.9,0,1287.0,0,44,57330
Chapareillan,84 - Auvergne-Rhône-Alpes,2997,18.0,98.98,24490.0,10.5,0,2997.0,0,84,38075
Bacourt,44 - Grand Est,110,23.6,28.28,20510.0,7.9,0,110.0,0,44,57045
Vilsberg,44 - Grand Est,351,22.0,70.2,21850.0,9.0,0,351.0,0,44,57721
Bédeille,76 - Occitanie,69,38.6,7.29,,8.7,0,69.0,0,76,09046
Cépet,76 - Occitanie,2003,18.4,281.72,24220.0,10.6,0,2003.0,0,76,31136
Castelnau-Chalosse,75 - Nouvelle-Aquitaine,600,22.7,56.29,20900.0,8.7,0,600.0,0,75,40071
Montagut,75 - Nouvelle-Aquitaine,117,23.5,18.93,20310.0,8.6,0,117.0,0,75,64397
Sales,84 - Auvergne-Rhône-Alpes,1995,15.8,216.61,26930.0,12.5,0,1995.0,0,84,74255
Solesmes,52 - Pays de la Loire,1206,20.6,104.6,24790.0,7.3,1,603.0,0,52,72336
Robert-Espagne,44 - Grand Est,802,23.0,109.41,20670.0,7.8,0,802.0,0,44,55435
Sallaumines,32 - Hauts-de-France,9654,17.5,2527.23,15130.0,9.9,0,9654.0,0,32,62771
Sisco,94 - Corse,1167,21.8,46.75,20530.0,11.1,0,1167.0,0,94,2B281
Maisons-lès-Chaource,44 - Grand Est,160,24.4,27.35,20080.0,6.5,0,160.0,0,44,10218
Aucazein,76 - Occitanie,57,39.0,9.47,,7.6,0,57.0,0,76,09025
Prény,44 - Grand Est,358,20.5,23.72,23910.0,9.1,0,358.0,0,44,54435
Alba-la-Romaine,84 - Auvergne-Rhône-Alpes,1452,21.6,47.67,21770.0,8.7,0,1452.0,0,84,07005
Rancy,27 - Bourgogne-Franche-Comté,577,24.3,100.17,19350.0,7.3,0,577.0,0,27,71365
Selaincourt,44 - Grand Est,184,21.7,16.94,22930.0,8.1,0,184.0,0,44,54500
Beautheil-Saints,11 - Île-de-France,1992,17.0,51.86,25780.0,12.3,0,1992.0,0,11,
Guimps,75 - Nouvelle-Aquitaine,480,22.9,38.1,20900.0,8.4,0,480.0,0,75,16160
Roëllecourt,32 - Hauts-de-France,537,21.5,57.01,21960.0,9.9,0,537.0,0,32,62717
Bréville,75 - Nouvelle-Aquitaine,462,22.1,30.02,21810.0,8.8,0,462.0,0,75,16060
Esves-le-Moutier,24 - Centre-Val de Loire,144,24.3,13.68,19710.0,7.6,0,144.0,0,24,37103
Painblanc,27 - Bourgogne-Franche-Comté,163,24.8,17.81,18520.0,8.6,0,163.0,0,27,21476
Chaumont-la-Ville,44 - Grand Est,116,25.9,10.34,17730.0,7.3,0,116.0,0,44,52122
Coingt,32 - Hauts-de-France,67,39.1,9.17,,7.3,0,67.0,0,32,02204
Ayen,75 - Nouvelle-Aquitaine,708,24.0,53.8,19460.0,7.9,0,708.0,0,75,19015
Montreux-Vieux,44 - Grand Est,903,20.9,218.12,22530.0,9.1,0,903.0,0,44,68215
Boisney,28 - Normandie,280,22.3,48.61,21630.0,8.8,0,280.0,0,28,27074
Louroux-Bourbonnais,84 - Auvergne-Rhône-Alpes,207,23.7,6.27,20780.0,7.0,0,207.0,0,84,03150
Carresse-Cassaber,75 - Nouvelle-Aquitaine,669,23.0,48.09,20450.0,8.7,0,669.0,0,75,64168
Othis,11 - Île-de-France,6739,12.6,516.79,25790.0,15.1,0,6739.0,0,11,77349
Sanssac-l'Église,84 - Auvergne-Rhône-Alpes,1097,21.7,71.79,22670.0,7.0,0,1097.0,0,84,43233
Pechbonnieu,76 - Occitanie,4429,14.9,588.96,26100.0,11.3,0,4429.0,0,76,31410
La Chapelle-Vicomtesse,24 - Centre-Val de Loire,164,22.6,10.91,22180.0,7.2,0,164.0,0,24,41041
Brens,84 - Auvergne-Rhône-Alpes,1155,20.3,167.39,23360.0,8.9,0,1155.0,0,84,01061
Cieux,75 - Nouvelle-Aquitaine,993,23.3,24.18,20450.0,7.5,0,993.0,0,75,87045
Pierrefitte-en-Beauvaisis,32 - Hauts-de-France,372,19.1,65.61,24740.0,11.0,0,372.0,0,32,60490
Varaire,76 - Occitanie,324,25.5,12.7,17560.0,8.4,0,324.0,0,76,46328
Guengat,53 - Bretagne,1805,21.6,79.45,21720.0,8.1,0,1805.0,0,53,29066
Jujols,76 - Occitanie,44,38.6,4.35,,8.7,0,44.0,0,76,66090
Jû-Belloc,76 - Occitanie,296,25.8,29.57,17480.0,7.7,0,296.0,0,76,32163
Lunéville,44 - Grand Est,18027,21.9,1103.24,18150.0,8.7,4,3605.4,3,44,54329
Choisy-en-Brie,11 - Île-de-France,1320,19.0,52.74,23560.0,12.3,0,1320.0,0,11,77116
Égly,11 - Île-de-France,6094,14.1,1542.78,22180.0,14.6,0,6094.0,0,11,91207
Llauro,76 - Occitanie,317,24.0,38.01,18680.0,10.1,0,317.0,0,76,66099
Nordhouse,44 - Grand Est,1737,17.4,157.91,25810.0,11.0,0,1737.0,0,44,67336
Saint-Martin-en-Haut,84 - Auvergne-Rhône-Alpes,3885,21.9,100.54,22820.0,9.1,3,971.25,0,84,69227
Magnicourt,44 - Grand Est,84,39.0,10.65,,7.5,0,84.0,0,44,10214
Fonteny,44 - Grand Est,140,22.2,8.92,22380.0,7.9,0,140.0,0,44,57225
Tréal,53 - Bretagne,640,23.9,33.2,19620.0,8.0,0,640.0,0,53,56253
Saint-Bernard,27 - Bourgogne-Franche-Comté,449,20.1,121.68,23640.0,10.1,0,449.0,0,27,21542
Avricourt,32 - Hauts-de-France,255,23.7,36.38,19520.0,9.3,0,255.0,0,32,60035
Fontenelle,27 - Bourgogne-Franche-Comté,124,18.6,70.86,26500.0,9.1,0,124.0,0,27,
Toulenne,75 - Nouvelle-Aquitaine,2730,21.4,414.89,19900.0,9.4,0,2730.0,0,75,33533
Montaud,84 - Auvergne-Rhône-Alpes,533,17.9,36.53,27070.0,9.4,0,533.0,0,84,38248
Marmagne,27 - Bourgogne-Franche-Comté,1241,22.0,38.47,21520.0,8.4,0,1241.0,0,27,
Remigny,32 - Hauts-de-France,346,22.4,34.36,21450.0,8.8,0,346.0,0,32,02639
Belgentier,93 - Provence-Alpes-Côte d'Azur,2428,18.3,181.46,23780.0,11.5,0,2428.0,0,93,83017
Lyaud,84 - Auvergne-Rhône-Alpes,1737,13.9,189.42,29600.0,12.7,0,1737.0,0,84,74157
La Résie-Saint-Martin,27 - Bourgogne-Franche-Comté,160,23.3,48.93,21130.0,7.2,0,160.0,0,27,70444
Belleroche,84 - Auvergne-Rhône-Alpes,313,23.9,22.47,20220.0,7.3,0,313.0,0,84,42014
Bosmie-l'Aiguille,75 - Nouvelle-Aquitaine,2597,19.0,324.22,23280.0,9.7,0,2597.0,0,75,87021
Soudorgues,76 - Occitanie,271,27.6,10.54,14900.0,8.1,0,271.0,0,76,30322
La Muraz,84 - Auvergne-Rhône-Alpes,1052,10.6,73.16,33520.0,15.3,0,1052.0,0,84,74193
Sturzelbronn,44 - Grand Est,174,24.7,5.35,18590.0,8.7,0,174.0,0,44,57661
Dollon,52 - Pays de la Loire,1474,23.2,58.19,20030.0,7.7,0,1474.0,0,52,72118
Lichères-près-Aigremont,27 - Bourgogne-Franche-Comté,159,23.4,9.71,21080.0,7.2,0,159.0,0,27,89224
Les Islettes,44 - Grand Est,731,23.4,131.71,20140.0,7.7,0,731.0,0,44,55253
Maureilhan,76 - Occitanie,2177,21.5,206.35,20680.0,9.3,0,2177.0,0,76,34155
Caixon,76 - Occitanie,379,23.5,44.33,20260.0,8.1,0,379.0,0,76,65119
Saint-Symphorien-des-Bruyères,28 - Normandie,481,22.9,30.02,21220.0,7.7,0,481.0,0,28,61457
La Sauzière-Saint-Jean,76 - Occitanie,264,24.9,16.69,18370.0,8.4,0,264.0,0,76,81279
Viggianello,94 - Corse,810,19.1,47.56,23980.0,11.9,0,810.0,0,94,2A349
Terville,44 - Grand Est,7120,16.9,1859.01,22610.0,12.0,2,2373.333333333333,0,44,57666
Willgottheim,44 - Grand Est,1095,18.1,121.67,25540.0,10.7,0,1095.0,0,44,67532
Scheibenhard,44 - Grand Est,833,16.5,180.3,28050.0,10.1,0,833.0,0,44,67443
Jeuxey,44 - Grand Est,685,21.6,80.68,22650.0,7.8,0,685.0,0,44,88253
Laréole,76 - Occitanie,166,22.5,18.69,21710.0,8.3,0,166.0,0,76,31275
Azur,75 - Nouvelle-Aquitaine,863,20.7,50.94,22020.0,11.4,0,863.0,0,75,40021
Trépot,27 - Bourgogne-Franche-Comté,537,20.4,37.03,23680.0,9.4,0,537.0,0,27,25569
Étrun,32 - Hauts-de-France,310,20.4,139.64,23370.0,9.9,0,310.0,0,32,62320
La Chapelle-Blanche,53 - Bretagne,208,22.7,26.26,22130.0,6.8,0,208.0,0,53,22036
Itxassou,75 - Nouvelle-Aquitaine,2184,19.8,55.47,22740.0,10.4,0,2184.0,0,75,64279
Nevoy,24 - Centre-Val de Loire,1166,19.8,37.92,24660.0,8.1,0,1166.0,0,24,45227
Foce,94 - Corse,154,19.3,7.42,24270.0,11.9,0,154.0,0,94,2A115
Nogent-l'Artaud,32 - Hauts-de-France,2138,21.1,89.12,20800.0,10.7,0,2138.0,0,32,02555
Lépine,32 - Hauts-de-France,280,22.0,25.88,21290.0,10.3,0,280.0,0,32,62499
Le Coudray-Montceaux,11 - Île-de-France,4831,13.9,422.29,25500.0,15.3,0,4831.0,0,11,91179
Gardes-le-Pontaroux,75 - Nouvelle-Aquitaine,269,24.7,20.23,19450.0,6.7,0,269.0,0,75,16147
Claville-Motteville,28 - Normandie,281,21.9,30.35,21560.0,10.0,0,281.0,0,28,76177
La Tombe,11 - Île-de-France,216,20.8,27.55,22650.0,10.9,0,216.0,0,11,77467
Ceaulmont,24 - Centre-Val de Loire,724,22.3,41.66,22100.0,7.1,0,724.0,0,24,36032
Prey,44 - Grand Est,91,21.5,42.72,23540.0,7.3,0,91.0,0,44,88359
Tournemire,84 - Auvergne-Rhône-Alpes,128,24.5,13.22,19540.0,7.3,0,128.0,0,84,15238
Commercy,44 - Grand Est,5399,24.6,152.64,17860.0,6.9,1,2699.5,0,44,55122
Loison-sur-Créquoise,32 - Hauts-de-France,269,22.9,29.66,20320.0,9.8,0,269.0,0,32,62522
Combloux,84 - Auvergne-Rhône-Alpes,2105,16.4,121.89,25790.0,13.3,0,2105.0,0,84,74083
Saint-Pierre-de-Bœuf,84 - Auvergne-Rhône-Alpes,1714,20.4,288.07,22440.0,9.0,0,1714.0,0,84,42272
Quinssaines,84 - Auvergne-Rhône-Alpes,1499,21.4,59.09,22750.0,7.0,0,1499.0,0,84,03212
Sainte-Marie-aux-Chênes,44 - Grand Est,4289,18.5,420.9,22120.0,10.4,0,4289.0,0,44,57620
Ordiarp,75 - Nouvelle-Aquitaine,534,23.7,17.97,19960.0,8.0,0,534.0,0,75,64424
Lozanne,84 - Auvergne-Rhône-Alpes,2737,16.8,497.64,25620.0,12.9,1,1368.5,0,84,69121
Saint-Ouen-de-Thouberville,28 - Normandie,2382,17.8,376.9,24410.0,10.7,0,2382.0,0,28,27580
Ners,76 - Occitanie,706,22.6,142.34,19950.0,10.2,0,706.0,0,76,30188
Magnoncourt,27 - Bourgogne-Franche-Comté,412,24.8,61.77,19110.0,6.7,0,412.0,0,27,70315
Verpillières-sur-Ource,44 - Grand Est,109,21.1,6.08,24240.0,7.1,0,109.0,0,44,10404
Saulx-le-Duc,27 - Bourgogne-Franche-Comté,243,19.6,8.36,25120.0,9.2,0,243.0,0,27,21587
La Haye-Saint-Sylvestre,28 - Normandie,280,24.2,15.02,19280.0,8.4,0,280.0,0,28,27323
Verzy,44 - Grand Est,969,17.6,72.48,26790.0,9.9,0,969.0,0,44,51614
Ranchal,84 - Auvergne-Rhône-Alpes,321,23.5,21.2,20720.0,7.3,0,321.0,0,84,69164
Couffy-sur-Sarsonne,75 - Nouvelle-Aquitaine,74,39.2,5.27,,6.9,0,74.0,0,75,19064
Argentières,11 - Île-de-France,366,15.8,142.41,27920.0,13.1,0,366.0,0,11,77007
Tercis-les-Bains,75 - Nouvelle-Aquitaine,1242,20.3,121.88,23090.0,9.4,0,1242.0,0,75,40314
Saint-Agnan,27 - Bourgogne-Franche-Comté,701,24.1,27.26,19470.0,7.6,0,701.0,0,27,
Chemilly-sur-Yonne,27 - Bourgogne-Franche-Comté,908,21.7,158.74,21810.0,8.5,0,908.0,0,27,89096
Sury-aux-Bois,24 - Centre-Val de Loire,791,19.6,20.82,24390.0,9.8,0,791.0,0,24,45316
Saclas,11 - Île-de-France,1832,18.5,134.11,24260.0,11.0,0,1832.0,0,11,91533
Reventin-Vaugris,84 - Auvergne-Rhône-Alpes,1941,18.8,105.49,24380.0,9.9,0,1941.0,0,84,38336
Domart-en-Ponthieu,32 - Hauts-de-France,1074,23.2,59.9,19540.0,9.2,0,1074.0,0,32,80241
Uzay-le-Venon,24 - Centre-Val de Loire,402,23.3,11.62,21090.0,7.0,0,402.0,0,24,18268
Vaujours,11 - Île-de-France,7003,12.3,1852.65,22790.0,15.4,0,7003.0,0,11,93074
Flines-lez-Raches,32 - Hauts-de-France,5597,17.3,291.21,23200.0,10.1,0,5597.0,0,32,59239
Carspach,44 - Grand Est,2035,17.4,118.52,26410.0,9.4,0,2035.0,0,44,68062
Lawarde-Mauger-l'Hortoy,32 - Hauts-de-France,167,19.8,17.92,24430.0,10.1,0,167.0,0,32,80469
Le Pompidou,76 - Occitanie,160,26.7,7.02,16650.0,7.1,0,160.0,0,76,48115
Condes,27 - Bourgogne-Franche-Comté,112,23.5,54.63,20590.0,7.7,0,112.0,0,27,39163
Pagny-sur-Moselle,44 - Grand Est,4126,19.0,368.39,22260.0,9.2,0,4126.0,0,44,54415
Landaville,44 - Grand Est,299,23.3,22.89,20990.0,7.3,0,299.0,0,44,88259
Presle,84 - Auvergne-Rhône-Alpes,425,21.3,36.7,22720.0,9.0,0,425.0,0,84,73207
Joch,76 - Occitanie,294,22.4,86.98,21370.0,8.7,0,294.0,0,76,66089
Crésantignes,44 - Grand Est,314,21.3,149.52,23780.0,6.5,0,314.0,0,44,10116
Montbozon,27 - Bourgogne-Franche-Comté,552,24.1,63.96,19140.0,8.3,0,552.0,0,27,70357
Hures-la-Parade,76 - Occitanie,234,25.6,2.64,17590.0,8.1,0,234.0,0,76,48074
Ferrière-sur-Beaulieu,24 - Centre-Val de Loire,725,21.9,36.93,22380.0,7.6,0,725.0,0,24,37108
Sainte-Colombe-sur-Guette,76 - Occitanie,46,39.1,2.19,,7.2,0,46.0,0,76,11335
L'Île-d'Elle,52 - Pays de la Loire,1507,23.3,78.94,19580.0,8.1,0,1507.0,0,52,85111
Neuvilly-en-Argonne,44 - Grand Est,216,22.2,11.79,22600.0,7.2,0,216.0,0,44,55383
Bas-Lieu,32 - Hauts-de-France,345,22.3,45.28,21260.0,9.3,0,345.0,0,32,59050
Naix-aux-Forges,44 - Grand Est,223,24.0,35.28,19920.0,7.6,0,223.0,0,44,55370
Andelaroche,84 - Auvergne-Rhône-Alpes,255,25.9,12.57,18080.0,6.2,0,255.0,0,84,03004
Westhouse,44 - Grand Est,1543,18.3,129.23,25230.0,10.0,0,1543.0,0,44,67526
Trans,52 - Pays de la Loire,230,24.7,14.91,19510.0,6.6,0,230.0,0,52,53266
Pointe-à-Pitre,01 - Guadeloupe,15410,18.2,5793.23,,13.0,0,15410.0,3,01,97120
Friville-Escarbotin,32 - Hauts-de-France,4501,23.0,508.01,18440.0,9.1,1,2250.5,0,32,80368
